,text,airline_sentiment
299,Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”,1
300,"@AmericanAir thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early",1
301,@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭,1
302,@AmericanAir @maxfitgirl29 next time fly Southwest...,1
303,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,1
304,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",1
305,@USAirways flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold,1
306,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",0
307,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",1
308,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,1
309,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom",0
310,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",1
311,@JetBlue @CookJaycook123 the only update we get is that they have no idea when we will get an update. Way to go. #hopeless,1
312,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",1
313,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,1
314,"@AmericanAir I was on flt 2222 tomorrow, they moved me to 750. I need it moved to Tuesday. the roads won't be better for flight 750. thanks",1
315,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,1
316,@AmericanAir can you help me with a reservation? cant get through on the phone,1
317,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,1
318,@AmericanAir Well I'm showing I am still sitting at the gate on the plane that has not departed?,1
319,@AmericanAir it's not about the weather. It's about the fact that I can't get ahold of anyone to help. BUT you can tweet me back.,1
320,@AmericanAir unacceptable. It's clear losing just one customer doesn't matter to American but how many more bankruptcies will it take,1
321,@united I'll be calling soon but going tomorrow like it shows on the app is not a good option,1
322,"@SouthwestAir doesn't want to deal with me, but the world might want to know how they are treating their customers: http://t.co/sKKewqhssG",1
323,@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes.,1
324,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,0
325,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",1
326,@AmericanAir no standby line update online or on app either is troubling,1
327,"@SouthwestAir I'm upset because we were lied to. Was told ice on runway, but EVERY other carrier was able to fly. Airport confirmed no ice!",1
328,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,1
329,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",0
330,@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...,1
331,@united has the best customer experience via twitter - huge fan!!!,0
332,@JetBlue it says it is now 9:58 you owe me,1
333,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,1
334,"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",1
335,@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up,1
336,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,1
337,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,1
338,"@SouthwestAir so for an extra luggage, it cost $75????",1
339,"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",1
340,@united Thank you! Off to LA to do something very special.,0
341,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,1
342,@united your website is a complete joke when using safari!,1
343,“@USAirways: @hegshmeg O” thank you for that elaborate response,0
344,@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?,1
345,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,0
346,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,1
347,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles",1
348,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..,1
349,@united you guys have such big hearts.. keep up the good work,0
350,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...,1
351,@USAirways @AmericanAir shout out to Diane at EYW for helping get us home today instead of tomorrow (even if a little Late Flight!),0
352,@united I was rebooked but had to take bus from Portland Maine to Boston. Told United does not cover the charge.,1
353,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,1
354,@united how do you stay in business with such poor service? #poorservice #notgoodenough http://t.co/VO61LME5ja,1
355,@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF,0
356,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!,1
357,@united so much for being here to help. Very disappointed in your customer service.,1
358,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.,1
359,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,0
360,@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail,1
361,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error).",1
362,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",0
363,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,1
364,@AmericanAir will you review your systems re notification? The website and telephone systems you have in place are clearly inadequate.,1
365,"@AmericanAir Thanks gang! Mind if I ask, do you handle all of your Social Media in house?",0
366,"@AmericanAir after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. That's BS too..",1
367,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.,0
368,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,0
369,@AmericanAir Fuck you.,1
370,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,1
371,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",1
372,@AmericanAir @travisamex please please American call me so I can rebook ticket .,1
373,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,0
374,@SouthwestAir not sure I can trust a statement with that many small numbers above words. http://t.co/o3sRL1hfho,1
375,"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?",1
376,@JetBlue flight attendant was hesitant to give me more baby sized cookies,1
377,@USAirways @AmericanAir I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.,0
378,@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭,1
379,@SouthwestAir no flights to HRL :( is this a limited route?,1
380,"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,",1
381,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,1
382,"@united cool, thanks.",0
383,@SouthwestAir why does the customer service have rather inconsistent information,1
384,@SouthwestAir 4-4 in horrible customer service. Empty seats in early flight wantcharge me double to get home early instead the usual Late Flight,1
385,@united: Worse - headed to LaGuardia (delayed).  Why is the tray table the size of a mouse pad and the overhead the size on my pocket?,1
