,Unnamed: 0,airline_sentiment,text,review_len
1525,1938,0,@united thank you,3
1534,1949,0,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,24
1552,1968,0,@united just did! Thank you!,5
1553,1969,0,@united thank you!,3
1563,1980,0,@united I am - thank you!,6
1579,1998,0,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,18
1585,2006,0,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",23
1589,2015,0,@united My bag reference ID number is IND43728M. Thanks for looking at it.,13
1590,2016,0,@united one lady helping the 12 of us with luggage,10
1592,2018,0,@united met with agent. All taken care of. Thx for reply,11
1593,2019,0,@united @suntoshi I still like you united airlines,8
1605,2035,0,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,14
1638,2070,0,@united Life goal: complete ✔️,5
1644,2077,0,@united Just sent a DM. Thank you for the acknowledgment.,10
1658,2093,0,@united thank you! Much appreciation for your help.,8
1681,2123,0,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,18
1687,2130,0,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),19
1709,2160,0,@united so is that two seats avail so far for us.,11
1743,2198,0,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!,14
1749,2205,0,@united Thanks for the upgrade- please try to get my company to approve more business class travel.,17
1753,2209,0,@united Hubby made it by the skin of his teeth!   :),13
1768,2228,0,@united thank you! Excited to be working with you guys!,10
1790,2259,0,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,15
1794,2264,0,@united that's great! pls let me know when u start!,10
1801,2273,0,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD,28
1807,2279,0,@united I see. Thanks for explaining.,6
1810,2282,0,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",24
1811,2283,0,"@united Yes, they did. Must have fixed the broken ramp. Thanks!",11
1813,2285,0,@united thanks,2
1826,2303,0,@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!,25
1847,2327,0,"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",22
1849,2329,0,"@united thanks, we did.",4
1851,2331,0,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,18
1861,2342,0,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,24
1864,2345,0,So appreciated! @united,3
1865,2346,0,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,14
1866,2347,0,@united No problem just follow me back so I can! Thank you!,12
1870,2351,0,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,23
1874,2355,0,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,17
1876,2358,0,@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,14
1887,2371,0,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",15
1890,2374,0,@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,24
1897,2385,0,@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice.,24
1903,2392,0,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,17
1907,2396,0,"@united Ill check it out, appreciate the response, regardless.",9
1910,2400,0,@united 1632 was phenomenal frm gate (SEA) to gate (IAD),10
1911,2401,0,.@united Thanks. Hopefully this is easily resolved.,7
1919,2412,0,@united I will. Thanks.,4
1922,2415,0,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,21
1928,2425,0,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",19
1950,2450,0,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",20
1960,2462,0,@united thank you for the help!!,6
1973,2477,0,@united you're good. Thank you!,5
1974,2479,0,"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",18
1975,2482,0,"@united oh, the Wi-Fi router is on top of the fuselage! ;)",12
1993,2503,0,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,17
2004,2517,0,"@united thank you.
It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising.
Please assist with earlier flts to Cmh?",21
2018,2531,0,@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?,19
2027,2541,0,@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41,18
2030,2544,0,@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl,9
2033,2549,0,@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,19
2035,2551,0,@united stellar customer service. You have earned my business by your attention to detail.,14
2036,2552,0,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,19
2039,2556,0,Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!,17
2047,2565,0,@united yes to more food! Add some gluten free options while you're at it,14
2051,2570,0,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,13
2057,2576,0,@united They held the plane! Made it!!,7
2059,2578,0,"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊",15
2061,2580,0,@united nice and early back home! http://t.co/geG4nghmIE,7
2062,2581,0,@united I hope so too :),6
2064,2583,0,@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,28
2070,2591,0,"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",12
2081,2602,0,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!,18
2088,2612,0,@united DM sent.  Thanks.,5
2091,2616,0,"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",26
2092,2617,0,@united Thank you! Have a nice evening.,7
2096,2622,0,@united No thanks.  Took care of it when I called,11
2099,2625,0,@united awesome thank you very much for the help,9
2103,2631,0,@united kept me watching the safety video for the first time in forever. Nice job 👍.,16
2105,2633,0,@United thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,17
2116,2645,0,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),16
2117,2647,0,@united thank you.,3
2131,2665,0,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!",21
2132,2666,0,@united Looking forward to flying with you guys as well !!,11
2136,2671,0,@united Bag was finally delivered and intact. Thanks for your assistance.,11
2143,2678,0,@united. You guys made my day. Treated me well. Thank you!!!,11
2147,2684,0,"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",21
2149,2686,0,"@united thank you! Good service, safe flight... 1/2 way home!",10
2155,2692,0,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",20
2161,2700,0,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",26
2170,2710,0,@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!,15
2172,2712,0,@united give her the recognition she deserves!,7
2173,2713,0,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,28
2176,2716,0,@united you suck. @SouthwestAir you're the best.,7
2182,2722,0,@united Thank You,3
2201,2744,0,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,25
2202,2745,0,@united Gate Agent Alavera is amazing,6
2205,2748,0,@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,23
2213,2757,0,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",24
2218,2762,0,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,24
2222,2768,0,@united all good man it isn't your fault that plane is having maintenance issues,14
2225,2771,0,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,24
2231,2780,0,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,23
2239,2789,0,@united : thanks! i will catch my conection! :),9
2247,2799,0,@united Thank you. Any help is appreciated.,7
2252,2808,0,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,24
2260,2819,0,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,20
2274,2840,0,@united thank you.. Appreciate the response,6
2276,2844,0,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,21
2279,2848,0,@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,24
2282,2851,0,@united perfect! That works! Thank you!,6
2287,2857,0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,13
2289,2859,0,@united thanks,2
2296,2866,0,@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.,20
2302,2874,0,@united Looks like they came through. Thanks again for the help.,11
2310,2883,0,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,21
2314,2890,0,@united Thanks!,2
2315,2891,0,@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,22
2317,2893,0,@united appreciate the sentiment and you were able to get me off the ground;still missed connection,16
2319,2896,0,Thank you @united for your prompt assistance.,7
2322,2900,0,@united thanks for more timely updates.,6
2326,2905,0,@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,16
2328,2909,0,@united Thank you for your offer! All sorted out :-),10
2331,2913,0,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,20
2332,2914,0,@united of course not. The inflight crew was great!,9
2333,2915,0,"@united well played, ^LO.",4
2334,2916,0,@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,24
2355,2941,0,@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,17
